Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2025-03-06,Dolce & Gabbana,@dolcegabbana,Beauty & Personal Care,product_launch,Skyline takeover for the Devotion fragrance featuring actor Michele Morrone.,DOOH,"Dubai, UAE","@dolcegabbana has taken over #Dubai’s skyline with its latest Devotion fragrance campaign, featuring Italian actor @michelemorrone.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH",HIGH,HIGH
2025-03-07,DFSK UAE,@dfskuae,Automotive,product_launch,Roadside billboard campaign for the new Fengon IX7 and Fengon 600 models.,billboard,UAE,"@dfskuae is taking over UAE roadside #billboards with an awe-inspiring out-of-home campaign for Fengon IX7 and Fengon 600 models.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪",HIGH,HIGH
2025-03-08,Insite OOH,@insiteooh_ae,Industry News,other,International Women’s Day greeting celebrating women’s contributions.,,UAE,"To every woman making a difference every day, happy International Women’s Day! Today, we celebrate your strength, your dreams, and every step you take toward the future.",HIGH,HIGH
2025-03-06,The Luxe Developers,@theluxedevelopers,Real Estate,brand_awareness,Promoting the La Mazzoni project on the UAE OOH scene.,OOH,UAE,"@theluxedevelopers Promote La Mazzoni on #UAE’s #OOH Scene.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-10,SME Guae,@smeguae,Retail,promotional_sale,10 % discount on products via a fresh DOOH campaign,DOOH,"Dubai, UAE","@smeguae has returned with a fresh #DOOH campaign in #Dubai with its 10% discount.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,MEDIUM
2025-03-10,Almajed4Oud,@almajed4oud,Retail,promotional_sale,50 % discount on all items across the UAE highlighted through a DOOH takeover,DOOH,"Dubai, UAE","@almajed4oud has taken over the #UAE's #DOOH, promoting its 50% discount on all items.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",MEDIUM,MEDIUM
2025-03-07,Grand Prestige,@grandprestige.ae,Real Estate,brand_awareness,Luxury outdoor campaign to raise brand awareness in Dubai,billboard,"Dubai, UAE","@grandprestige.ae Elevates Luxury with a Bold New #Outdoor Campaign in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-03-10,Carpet Centre,@carpetcentre_official,Retail,seasonal,Ramadan sale with discounts up to 50 % displayed on OOH in Dubai,billboard,"Dubai, UAE","@carpetcentre_official has unveiled a Ramadan Sale on #Dubai's #OOH, offering discounts of up to 50%.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#Ramadan_2025",HIGH,HIGH
2025-03-12,Richmind,@official.richmind,Real Estate,product_launch,"Launch of a new project on Al Marjan Island, partnered with Zaha Hadid Architects",billboard,"Dubai, UAE","@official.richmind has launched an #OOH campaign in #Dubai for its upcoming project at Al Marjan Island, collaborated with @zahahadidarchitects.

Read the full article on our website 🌍 

#InsiteOOH 🪧
",HIGH,HIGH
2025-03-06,JAC,@jac.uae,Automotive,promotional_sale,"""Fuel Up for a Year"" campaign offering incentives to vehicle buyers",billboard,"Dubai, UAE","@jac.uae announces its latest exciting campaign 'Fuel Up for a Year,” accentuating JAC's devotion to delivering high-quality vehicles while offering an irresistible incentive to  buyers.

Read the ful",HIGH,HIGH
2025-03-13,Max Fashion,@maxfashionmena,Retail,seasonal,"Ramadan OOH campaign featuring influencer Fozaza in modest, earthy‑tone ensembles",billboard,"Dubai, UAE","@maxfashionmena has unveiled a splashy #OOH campaign celebrating Ramadan, featuring the renowned influencer 'Fozaza'donning in stunning, flowing ensembles in soft, earthy tones that reflect the modest",HIGH,HIGH
2025-03-06,Danube Properties,@danubeproperties,Real Estate,product_launch,Multi‑format OOH campaign promoting the Timez project,"billboard, DOOH","Dubai, UAE","@danubeproperties launched a multi-format #OOH campaign in #Dubai, promoting its Timez project.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2025-03-06,Splash Fashions,@splashfashions,Retail,seasonal,Ramadan collection launch featuring influencer Noor Stars,billboard,"Dubai, UAE","@splashfashions has launched its anticipated Ramadan Collection, bringing traditional fashion to the forefront, highlighted by the enchanting presence of the influential @noorstars, adding a touch of ",HIGH,HIGH
2025-03-05,Delano Hotels,@delanohotels,Hospitality & Tourism,brand_awareness,Minimalistic DOOH campaign to raise brand visibility in Dubai,DOOH,"Dubai, UAE","A minimal and captivating campaign by @delanohotels #Dubai on #DOOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2025-03-05,Insite OOH,@insiteooh_ae,Industry News,industry_news,"January 2025 saw ~100 D/OOH campaigns; Real Estate top sector, Automotive overtook Fashion; overall activity down 25% vs Nov 2024.",DOOH,UAE,"January 2025 saw around 100 D/OOH campaigns across key #UAE markets. Real Estate remained on top, while Automotive overtook Fashion Wear for second place. However, overall activity dropped by 25% comp",HIGH,HIGH
2025-03-05,Bystro Kitchen Appliances,,Retail,product_launch,Promote Bystro Kitchen Appliances via a DOOH campaign in Dubai.,DOOH,"Dubai, UAE","@sanipexgalleryuae launched a #DOOH campaign in #Dubai, promoting Bystro Kitchen Appliances.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,HIGH
2025-03-03,Riddara,@riddara.uae,Automotive,brand_awareness,Riddara positions itself as a game‑changer in the UAE off‑road scene.,OOH,"Dubai, UAE","@riddara.uae’s latest #OOH campaign positioning itself as a game-changer in the #UAE’s off-road scene.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-04,Le Toile,@letoile_me,Beauty & Personal Care,brand_awareness,"Showcase 5,000+ fragrances on the UAE’s D/OOH landscape.",DOOH,"Dubai, UAE","5000+fragrances by @letoile_me on #UAE's D/OOH landscape find yours.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-03-05,Royal Furniture,@royalfurnitureme,Retail,seasonal,Ramadan‑time outdoor visual campaign promoting Royal Furniture across the UAE.,outdoor,UAE,"@royalfurnitureme launches a striking visual #outdoor promotional campaign across the #UAE just in time for the holy month of Ramadan. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates",HIGH,HIGH
2025-03-04,Mherouae,@mherouae,Automotive,product_launch,MHAO Group floods the UAE with an outdoor campaign highlighting the new Mherouae SUV.,outdoor,UAE,"@mhaogroup flooded the #UAE with a brand new #outdoor campaign that flaunts the formidable @mherouae SUV.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",MEDIUM,HIGH
2025-03-05,Mitsubishi,@mitsubishi.uae,Automotive,promotional_sale,Alhabtoor Motors promotes Mitsubishi SUVs with a special offer in Dubai and Sharjah.,OOH,"Dubai, UAE","@alhabtoormotors launched an #OOH campaign in #Dubai and #Sharjah, promoting @mitsubishi.uae SUVs with a distinctive offer.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Sta",HIGH,HIGH
2025-03-04,Air Arabia,@airarabiagroup,Hospitality & Tourism,seasonal,Seasonal OOH campaign emphasizing Air Arabia’s affordable travel network across the Middle East and Europe.,OOH,UAE,"@airarabiagroup has launched its newest seasonal #OOH advertising campaign, highlighting the airline's responsibility to offer affordable travel within its broad network across the Middle East and Eur",HIGH,HIGH
2025-03-05,Emirates Auction,@emiratesauction,Retail,promotional_sale,Call‑to‑action for distinguished licence‑plate numbers via D/OOH.,DOOH,UAE,"Get your distinguished plates number now from @emiratesauction on D/OOH.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2025-03-07,Shehrazade Foods,@shehrazade_foods,Food & Beverage,product_launch,Foodco uses hoarding billboards in Sharjah to promote Shehrazade Foods’ diverse product range.,billboard,"Sharjah, UAE","Foodco launched an #OOH campaign in Sharjah during the fourth week of February 2025, utilizing hoarding format to promote @shehrazade_foods's diverse range of food products.

Read the full article on ",HIGH,HIGH
2025-03-04,e& UAE,@eanduae,Telecommunications,brand_awareness,Promote business postpaid plans to professionals across Dubai and Sharjah,"DOOH, billboard","Dubai, UAE","@eanduae, launched a D/OOH campaign across #Dubai and #Sharjah to promote its business postpaid plans, utilizing a combination of digital screens and bridge #billboards to reach a wide audience of bus",HIGH,HIGH
2025-02-28,Emirates Development Bank,@emiratesdevelopmentbank,Banking & Finance,brand_awareness,Communicate the bank’s mission and encourage businesses to use its financial services,DOOH,"Dubai, UAE","@emiratesdevelopmentbank (EDB) campaign utilizes digital screens to communicate the bank's mission and encourage businesses to explore its financial services.

Read the full article on our website 🌍 
",HIGH,HIGH
2025-02-27,Abu Dhabi TV,@abudhabitv,Entertainment & Media,brand_awareness,Promote a series of TV content for diverse audiences,,"Dubai, UAE","@abudhabitv provides a series to watch for every taste.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2025-02-28,Panzani,@panzani_me,Food & Beverage,seasonal,Celebrate togetherness during Ramadan,DOOH,"Dubai, UAE","@panzani_me continues to make a mark on #Dubai’s D/OOH landscape with its latest campaign, embracing the spirit of togetherness during Ramadan.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#",HIGH,HIGH
2025-02-27,Carrefour UAE,@carrefouruae,Retail,seasonal,“Unlock the Spirit of Ramadan” – encourage families to share and support each other,billboard,"Dubai, UAE","@carrefouruae's inspirational #OOH campaign prominently displayed heartfelt visuals and messages, featuring the catchphrase ""Unlock the Spirit of Ramadan"" as a call to action for families to share, an",HIGH,HIGH
2025-03-03,Everest Spices,@everestspices,Food & Beverage,product_launch,First UAE OOH launch featuring Amitabh Bachchan and SRK,billboard,"Dubai, UAE","India’s largest and most trusted spice brand, @everestspices, has taken a bold leap into the #UAE market with its first-ever #OOH campaign with @amitabhbachchan & @iamsrk.

Read the full article on ou",HIGH,HIGH
2025-02-28,Visit Britain Arabia,@visitbritainarabia,Hospitality & Tourism,brand_awareness,Attract tourists to the United Kingdom via prominent UAE hotspots,billboard,UAE,"In an effort to attract tourists to the United Kingdom, @visitbritainarabia launches a visually engaging #outdoor campaign in prominent hotspots around the #UAE.

Read the full article on our website ",HIGH,HIGH
2025-02-27,Fulfil,,Food & Beverage,product_launch,Introduce the top‑selling vitamin and protein bar brand to the UAE market,billboard,"Dubai, UAE","#Fulfil, the leading top-selling vitamin and protein bar brand, has built a daring feature into the #UAE market by creating a brand new #outdoor marketing campaign. 

Read the full article on our webs",MEDIUM,MEDIUM
2025-02-28,Lamb Weston Arabia,@lambwestonarabia,Food & Beverage,brand_awareness,Creative outdoor campaign showcasing the brand on Dubai’s advertising platforms,billboard,"Dubai, UAE","Delicious food and beverage brand @lambwestonarabia, climbs up on #Dubai’s #outdoor advertising platform with a new campaign that has a creative twist to it.

Read the full article on our website 🌍 

",HIGH,HIGH
2025-02-28,Insite OOH,@insiteooh_ae,Industry News,other,Ramadan greeting and well‑wishes,,,"Ramadan is here, a chance to reset, reconnect, and reflect. Let’s cherish every moment and spread kindness all around. Wishing you a month full of blessings!",HIGH,HIGH
2025-02-28,BAIC,@baicuae,Automotive,brand_awareness,Highlight the 10‑year and 6‑year unlimited mileage warranty for BAIC cars.,uni-pole,"Dubai, UAE","@alshaali_moto Trading L.L.C launched an #OOH campaign in #Dubai during the third week of February 2025, utilizing uni-poles to highlight the unique ten and six year, unlimited mileage warranty offere",HIGH,HIGH
2025-04-29,FAB Connects,@fabconnects,Banking & Finance,brand_awareness,Promote the FAB Business mobile banking app.,billboard,"Dubai, UAE","@fabconnects has launched an #OOH campaign across #Dubai to promote awareness of their mobile banking app, ""FAB Business.""

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay",HIGH,HIGH
2025-02-27,Imtiaz Developments,@imtiazdevelopments,Real Estate,product_launch,Promote the Sunset Bay project on Dubai Islands featuring Hrithik Roshan.,billboard,"Dubai, UAE","@imtiazdevelopments has launched an #OOH campaign in #Dubai featuring @hrithikroshan to promote its Sunset Bay project located in Dubai Islands.

Read the full article on our website 🌍 

#InsiteOOH 🪧
",HIGH,HIGH
2025-03-14,Al Ansari Exchange,@alansariexchange,Banking & Finance,event_promotion,Promote Al Ansari Exchange’s Millionaire draw across Dubai and Sharjah.,"hoarding, digital_screen, bridge_billboard","Dubai, UAE","@alansariexchange launched a promotional #OOH campaign across Dubai and Sharjah during the first week of March 2025, utilizing hoardings, digital screens, and bridge billboards to promote its Milliona",HIGH,HIGH
2025-02-26,Emaar,@emaardubai,Real Estate,brand_awareness,Promote the Chinatown area inside The Dubai Mall.,DOOH,"Dubai, UAE","@emaardubai rises on #Dubai's #DOOH promoting Chinatown within the @thedubaimall.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-02-24,DAMAC,@damacofficial,Real Estate,partnership,Bollywood celebrity endorsement to attract Indian & South Asian investors to DAMAC Islands.,,"Dubai, UAE","The presence of Bollywood legends @ranveersingh, @amitabhbachchan, and @saraalikhan95 lends credibility and aspiration to @damacofficial Islands, especially for Indian and South Asian investors who se",HIGH,HIGH
2025-02-26,Shakeshack,@shakeshackme,Food & Beverage,product_launch,Promote Shakeshack’s burger via Dubai DOOH screens.,DOOH,"Dubai, UAE","@shakeshackme climbs on #Dubai's #DOOH with its deliciously tasty burger.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#ThinkDOOH",HIGH,HIGH
2025-02-25,Hardee's,@hardeesuae,Food & Beverage,product_launch,Launch the new ‘Habanero Cheese Wraptor’ sandwich with multi‑format OOH visuals.,multiple,"Dubai, UAE","A new #OOH campaign for @hardeesuae has been released, featuring the rolling out of the fiery flavor ‘Habanero Cheese Wraptor’ with fascinating visuals utilizing multiple ooh formats.

Read the full a",HIGH,HIGH
2025-02-24,Papa John's,@papajohnsuae,Food & Beverage,brand_awareness,Comprehensive OOH campaign for Papa John's across Dubai and Ajman.,,"Dubai, UAE","@papajohnsuae has initiated a comprehensive #OOH campaign across #Dubai and Ajman, started in the second week of February 2025.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
",HIGH,HIGH
2025-02-25,Geely,@geely.uae,Automotive,seasonal,Season‑of‑giving promotion of Geely’s premium SUVs.,,"Dubai, UAE","With an impressive lineup of automobiles @geely.uae has combined the season of giving and the top tier SUVs.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned 
#Ramad",HIGH,HIGH
